id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
7983,184.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.480072982,0.445497348,34.69390641,5462.13394
7984,707.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.481472551,0.435620773,34.76957798,5674.02852
7985,738.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.572046486,0.484307576,40.22738685,7013.00281
7986,661.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.465538066,0.428771298,33.30696962,5322.84043
7987,746.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.566413581,0.485912698,39.06314597,7071.83395
7988,466.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.463537294,0.401067837,37.83085922,5395.33158
7989,434.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.502106031,0.450498441,36.43071573,6491.22353
7990,232.0,12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.575589557,0.443889013,39.38136072,7290.10652
7991,272.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.569713565,0.487864974,40.4613306,8318.79889
7992,724.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.498696418,0.432722017,35.17991165,6079.08526
7993,499.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.560445243,0.486816771,39.17159714,6575.59267
7994,180.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.600340952,0.496358614,41.76622653,7669.81182
7995,287.0,12.5,0.25,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.619887727,0.50404651,42.50852244,7907.24067
7996,173.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.376670148,0.390310494,30.65269019,3998.05416
7997,58.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.446141264,0.426678021,33.30696962,5004.15434
7998,775.0,25.0,0.5,0.38,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.566645314,0.473660277,39.38136072,6821.8081
7999,407.0,12.5,0.25,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.483872542,0.446434723,35.22201111,5747.56017
8000,596.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.450822025,0.425532717,32.40278346,5004.15434
8001,52.0,12.5,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.482854142,0.438026493,34.89995717,5971.39402
8002,412.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.613333283,0.506852617,42.02254143,7732.22522
8003,143.0,12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.595712725,0.492820232,41.72079694,7357.3589
8004,193.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.50476135,0.454917386,36.95787336,6115.94707
8005,126.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.57135885,0.484307576,39.22848885,7235.77564
8006,545.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.527591617,0.417908804,35.23885567,6060.64149
8007,209.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.543968929,0.468896154,38.64034468,6540.10545
8008,244.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.56581933,0.472979714,38.64034468,7004.01554
8009,454.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.506346175,0.451546571,36.3572405,6093.31527
8010,335.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.596753394,0.491813116,41.61500537,7565.21124
8011,729.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.464368945,0.436376172,33.16394425,5291.89688
8012,690.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.605677437,0.500029301,41.57478166,7013.00281
8013,45.0,25.0,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.404225284,0.404796043,31.10253472,4112.89349
8014,441.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.5561803,0.470176914,38.143078,6717.44627
8015,147.0,12.5,0.25,0.25,0.38,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.509782413,0.455135389,36.55432716,6376.66256
8016,718.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.192731658,0.406869398,31.93547883,1637.70402
8017,645.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.402052391,0.414830175,32.16492155,4254.82514
8018,724.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520180895,0.443962193,39.85898134,7215.40971
8019,579.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.444908279,0.470719039,33.22890035,4936.36477
8020,757.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.566319234,0.444690988,39.23411184,6691.04322
8021,527.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.475118209,0.423988312,33.16394425,5647.71226
8022,262.0,12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.645640994,0.50404651,42.13008169,8318.79889
8023,632.0,25.0,0.5,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.565324698,0.444967734,39.09688443,7415.89441
8024,197.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.530709113,0.460322355,37.71251297,6010.76008
8025,481.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.429000524,0.399723843,31.59741611,4745.46028
8026,297.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.542170237,0.463058596,37.54210856,6443.2569
8027,356.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.621749749,0.513208594,43.54582537,8247.52116
8028,66.0,37.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.342841074,0.38126925,29.08514833,3998.05416
8029,249.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.403217329,0.404796043,31.39456852,4218.32799
8030,324.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.611397858,0.504526655,43.07173864,8605.19995
8031,123.0,12.5,0.25,0.25,0.25,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.603524723,0.50404651,42.50852244,7616.70599
8032,272.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.610321439,0.504526655,42.18519611,7738.88171
8033,534.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578556842,0.481349777,40.55501923,7183.10038
8034,403.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.626280739,0.516147572,44.56159301,8408.38341
8035,483.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.450102564,0.402105764,32.71791783,5535.05665
8036,46.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.404446048,0.404869033,32.9240208,4125.75712
8037,170.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.498715892,0.449545727,35.20741312,5942.42162
8038,62.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.342841074,0.381851426,28.94869929,3519.43131
8039,560.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.527591617,0.460305334,37.67361372,6614.21931
8040,584.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.447040787,0.423861178,33.221987,4867.94772
8041,633.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.477778535,0.430905502,34.33849206,5018.45303
8042,707.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.442626748,0.389204379,33.4416065,5322.84043
8043,567.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.363981224,0.388819023,29.80324762,3826.17226
8044,517.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.542170237,0.463561831,37.3001964,6621.25081
8045,278.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.488485703,0.442789316,35.55891105,5524.14541
8046,163.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.621749749,0.524904141,43.93700206,8263.28974
8047,524.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.399556226,0.399556226,31.35778147,4323.93099
8048,722.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.621376432,0.513728593,44.67027165,8212.79289
8049,410.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.530112463,0.463821541,39.64669117,6822.97163
8050,516.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.421448998,0.414830175,33.07391322,4936.10558
8051,176.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.592156153,0.492820232,41.36494454,7206.90196
8052,553.0,25.0,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.454381334,0.417915449,32.70643359,5236.03334
8053,660.0,25.0,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.480072982,0.430330293,34.02922281,5696.02606
8054,713.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.494906594,0.447095519,35.43484314,5966.71128
8055,694.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.53434503,0.463561831,36.85236256,6443.2569
8056,672.0,25.0,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.578556842,0.484588902,40.17143065,7317.95104
8057,518.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.535364693,0.449871489,38.8469565,7340.46077
8058,757.0,25.0,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.47771355,0.437693166,34.8789274,5439.4215
8059,251.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.603545036,0.501204063,42.33928002,7969.02575
8060,564.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.39936701,0.408851197,31.57755786,4350.42467
8061,427.0,12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.53513718,0.469892556,38.0603745,6564.9583
8062,37.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.463537294,0.406869398,32.62780351,5637.9843
8063,559.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.458581988,0.426679269,33.94201411,5811.21147
8064,236.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.565324698,0.471828735,38.84880688,6539.11085
8065,458.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.496019026,0.445284233,36.31159312,6500.09778
8066,639.0,25.0,0.5,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.582482579,0.482118713,40.39944387,7517.44077
8067,441.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.500058984,0.444658692,33.30696962,5566.52275
8068,577.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.595052932,0.498585597,41.71941614,7107.60976
8069,363.0,12.5,0.25,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.622419314,0.524273231,43.02254143,8157.23694
8070,353.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.451291733,0.407609786,32.6584962,6180.95142
8071,494.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.283055065,0.35441498,27.735098,2946.92602
8072,15.0,25.0,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.262139643,0.377566465,26.05469186,2625.26916
8073,707.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.498729997,0.448946243,35.92331365,6060.64149
8074,274.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.480386371,0.435203234,34.18362679,5360.87391
8075,244.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.612974151,0.508018854,44.59947057,8823.69011
8076,434.0,12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.596753394,0.495006371,41.52614508,7521.71436
8077,664.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.502398084,0.454917386,36.84586824,6020.87569
8078,552.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.456503309,0.402855862,32.62780351,5531.35174
8079,94.0,12.5,0.25,0.25,0.25,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.519184034,0.463020067,37.90930402,6015.22456
8080,158.0,12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.53990422,0.446135139,36.82658691,7861.46538
8081,568.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.542133036,0.461801728,37.22201111,6621.25081
8082,639.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.552071106,0.471592749,38.64034468,7117.95038
8083,609.0,25.0,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.52380127,0.460795061,37.81761708,6187.95188
8084,308.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.635315515,0.517544673,43.79905453,8013.62631
8085,678.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.635315515,0.528322189,44.56159301,8318.79889
8086,24.0,37.5,0.75,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.363726236,0.38126925,29.97539813,3626.36653
8087,405.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.63346314,0.50952792,42.93997745,7103.50894
8088,247.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.485336051,0.438875462,34.89995717,5735.13303
8089,609.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.546003143,0.475847288,39.41382075,6880.7759
8090,50.0,25.0,0.25,0.25,0.25,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.429092481,0.419851618,31.13021301,4930.61903
8091,229.0,12.5,0.25,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.578114733,0.485989695,40.55976952,7181.42522
8092,582.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.426064568,0.42018755,31.38338142,4163.82304
8093,157.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.509782413,0.45826996,36.46634183,6409.14001
8094,242.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.384981338,0.399723843,29.38856018,3804.61017
8095,659.0,25.0,0.5,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.464368945,0.418732102,33.23244939,5305.74363
8096,182.0,12.5,0.25,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.62818447,0.513260507,43.33471751,8173.5891
8097,665.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.505619046,0.452680279,36.84586824,6292.42962
8098,599.0,25.0,0.75,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.543968929,0.464066853,38.64034468,7293.53617
8099,759.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.521414646,0.431072001,35.11807556,6255.89064
8100,672.0,25.0,0.5,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.467569149,0.435203234,34.0430221,5322.84043
8101,563.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.488485703,0.438875462,34.3041215,5914.16491
8102,437.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.527724447,0.463064582,37.62889677,6598.85404
8103,472.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.530112463,0.46389552,38.6254357,6589.27898
8104,361.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.510102557,0.426371416,33.95797729,6072.83443
8105,193.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.483249032,0.418219535,33.33119375,5674.02852
8106,129.0,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.570329618,0.474798231,38.23520379,6683.20061
8107,114.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.480072982,0.426371416,33.11609108,5569.13925
8108,470.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.362183686,0.391617371,29.37060684,3626.36653
8109,689.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.462013355,0.417947008,34.18362679,5439.4215
8110,579.0,25.0,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.404225284,0.40166998,30.13021301,4310.6254
8111,256.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.583697575,0.492820232,40.73826603,7127.16457
8112,23.0,37.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.371183688,0.392787396,30.13586876,3748.46547
8113,205.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.509933842,0.446450716,35.55753695,5794.89185
8114,597.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.492809568,0.442865602,38.37855771,5663.06579
8115,591.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.492759727,0.453119748,36.94898618,5347.71894
8116,531.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.50831235,0.453649741,36.61704886,6493.63712
8117,497.0,25.0,0.5,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.50831235,0.450692194,36.04045222,6115.94707
8118,584.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.52950023,0.454917386,36.68258785,6779.98166
8119,626.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.492809568,0.459464772,37.3001964,6034.64214
8120,582.0,25.0,0.5,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.524635459,0.465157167,37.67828481,6619.84695
8121,722.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.447040787,0.42727728,33.99420814,4936.01177
8122,498.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.584016198,0.48651762,40.65549833,7888.41493
8123,658.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.611039732,0.514873193,42.18519611,7933.30235
8124,588.0,25.0,0.5,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.502842336,0.452074913,36.41565722,6578.23522
8125,757.0,25.0,0.5,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.403217329,0.394610827,30.5255093,4356.94587
8126,8.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.384633032,0.40030353,29.94364365,3804.61017
8127,581.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.507541905,0.453001484,36.67877702,6687.25926
8128,238.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.484089347,0.440785841,35.02172542,5628.71053
8129,454.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.380852104,0.394461774,29.55801912,3828.16556
8130,633.0,25.0,0.5,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.51425307,0.453028369,36.04045222,6397.35569
8131,599.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.541142146,0.449545727,37.62571268,6255.89064
8132,400.0,12.5,0.25,0.38,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.612209289,0.508336663,43.48753914,7888.41493
8133,432.0,12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.501777434,0.448463132,36.80503364,5862.80545
8134,10.0,25.0,0.25,0.25,0.25,0.38,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.488308859,0.419215723,34.5252582,5837.21503
8135,664.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.451103585,0.408088064,32.41787171,5492.81699
8136,481.0,25.0,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.531583632,0.460305334,36.25720816,6626.8515
8137,5.0,37.5,0.75,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.363981224,0.388821721,29.90851804,3764.31973
8138,743.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.480386371,0.438095887,34.70241183,6449.04157
8139,342.0,12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.599023157,0.462462315,39.09185599,6880.7759
8140,657.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.463097152,0.42727728,33.221987,5329.2632
8141,535.0,25.0,0.5,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.492076861,0.441470296,35.18597077,7297.7321
8142,553.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.509001253,0.453940904,36.81018683,6180.95142
8143,633.0,25.0,0.5,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.52391434,0.463058596,37.33160636,6514.63899
8144,557.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.392583006,0.394461774,30.05252128,3923.90628
8145,728.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.449877074,0.42727728,33.44212024,4853.8076
8146,182.0,12.5,0.25,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.596036127,0.495912854,41.48453443,7660.88604
8147,690.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.521414646,0.445339632,37.4186977,6898.39095
8148,270.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.525947983,0.463058596,37.33160636,6097.44285
8149,383.0,12.5,0.25,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.59248944,0.495912854,41.44744954,7290.10652
